año;mes;dia;hora;irradiancia;temperatura;irradianciaSTC;precipitacion;area;alfa;temperaturaAmbiente;numeroDePaneles;pstc;potencia
2018;4;17;5;0;21.12;1000;0.11;150.47;-0.0035;25;77;490;0
2018;4;17;6;58.92;22.08;1000;0.11;150.47;-0.0035;25;38;490;1108
2018;4;17;7;175.25;23.31;1000;0.08;150.47;-0.0035;25;27;490;2332
2018;4;17;8;294.95;24.78;1000;0.07;150.47;-0.0035;25;55;490;7955
2018;4;17;9;409.37;27.19;1000;0.07;150.47;-0.0035;25;78;490;15526
2018;4;17;10;482.23;28.9;1000;0.07;150.47;-0.0035;25;32;490;7458
2018;4;17;11;544.94;29.74;1000;0.07;150.47;-0.0035;25;15;490;3939
2018;4;17;12;470.52;30.28;1000;0.08;150.47;-0.0035;25;47;490;10636
2018;4;17;13;399.12;30.47;1000;0.1;150.47;-0.0035;25;6;490;1151
2018;4;17;14;330.58;30.34;1000;0.1;150.47;-0.0035;25;97;490;15419
2018;4;17;15;220.98;29.53;1000;0.1;150.47;-0.0035;25;13;490;1385
2018;4;17;16;72.42;28.32;1000;0.12;150.47;-0.0035;25;99;490;3472
2018;4;17;17;22.75;26.39;1000;0.11;150.47;-0.0035;25;91;490;1009
2018;4;17;18;0;24.98;1000;0.1;150.47;-0.0035;25;66;490;0
2018;4;17;19;0;24.19;1000;0.09;150.47;-0.0035;25;98;490;0
2018;4;17;20;0;23.44;1000;0.07;150.47;-0.0035;25;93;490;0
2018;4;17;21;0;22.95;1000;0.05;150.47;-0.0035;25;99;490;0
2018;4;17;22;0;23.38;1000;0.05;150.47;-0.0035;25;46;490;0
2018;4;17;23;0;23.62;1000;0.04;150.47;-0.0035;25;57;490;0
2018;4;18;0;0;22.85;1000;0.03;150.47;-0.0035;25;66;490;0
2018;4;18;1;0;22.25;1000;0.03;150.47;-0.0035;25;32;490;0
2018;4;18;2;0;21.68;1000;0.02;150.47;-0.0035;25;35;490;0
2018;4;18;3;0;21.26;1000;0.02;150.47;-0.0035;25;44;490;0
2018;4;18;4;0;21.05;1000;0.02;150.47;-0.0035;25;64;490;0
2018;4;18;5;0;20.94;1000;0.02;150.47;-0.0035;25;92;490;0
2018;4;18;6;59.48;22.13;1000;0.02;150.47;-0.0035;25;25;490;736
2018;4;18;7;156.98;23.76;1000;0.02;150.47;-0.0035;25;66;490;5099
2018;4;18;8;307.89;25.8;1000;0.02;150.47;-0.0035;25;4;490;602
2018;4;18;9;362.2;26.9;1000;0.03;150.47;-0.0035;25;78;490;13751
2018;4;18;10;396.83;27.6;1000;0.05;150.47;-0.0035;25;8;490;1541
2018;4;18;11;488.16;28.41;1000;0.05;150.47;-0.0035;25;87;490;20562
2018;4;18;12;338.23;28.89;1000;0.06;150.47;-0.0035;25;6;490;981
2018;4;18;13;407.86;28.82;1000;0.06;150.47;-0.0035;25;53;490;10451
2018;4;18;14;280.91;28.51;1000;0.06;150.47;-0.0035;25;7;490;952
2018;4;18;15;211.41;27.79;1000;0.06;150.47;-0.0035;25;6;490;615
2018;4;18;16;117.52;26.62;1000;0.04;150.47;-0.0035;25;63;490;3607
2018;4;18;17;24.27;25.25;1000;0.03;150.47;-0.0035;25;56;490;665
2018;4;18;18;0;24.12;1000;0.02;150.47;-0.0035;25;22;490;0
2018;4;18;19;0;23.46;1000;0.03;150.47;-0.0035;25;22;490;0
2018;4;18;20;0;22.88;1000;0.03;150.47;-0.0035;25;25;490;0
2018;4;18;21;0;22.36;1000;0.03;150.47;-0.0035;25;78;490;0
2018;4;18;22;0;22;1000;0.04;150.47;-0.0035;25;80;490;0
2018;4;18;23;0;21.78;1000;0.04;150.47;-0.0035;25;83;490;0
2018;4;19;0;0;21.63;1000;0.05;150.47;-0.0035;25;86;490;0
2018;4;19;1;0;21.64;1000;0.04;150.47;-0.0035;25;75;490;0
2018;4;19;2;0;21.65;1000;0.04;150.47;-0.0035;25;64;490;0
2018;4;19;3;0;21.43;1000;0.04;150.47;-0.0035;25;78;490;0
2018;4;19;4;0;21.18;1000;0.05;150.47;-0.0035;25;43;490;0
2018;4;19;5;5.77;21.19;1000;0.07;150.47;-0.0035;25;74;490;212
2018;4;19;6;39.44;22.1;1000;0.1;150.47;-0.0035;25;20;490;390
2018;4;19;7;98.38;23.09;1000;0.05;150.47;-0.0035;25;46;490;2232
2018;4;19;8;218.74;24.05;1000;0.04;150.47;-0.0035;25;54;490;5807
2018;4;19;9;390.79;24.91;1000;0.04;150.47;-0.0035;25;85;490;16282
2018;4;19;10;465.7;25.78;1000;0.04;150.47;-0.0035;25;85;490;19343
2018;4;19;11;579;26.58;1000;0.03;150.47;-0.0035;25;64;490;18057
2018;4;19;12;533.47;27.2;1000;0.03;150.47;-0.0035;25;91;490;23604
2018;4;19;13;460.73;27.67;1000;0.03;150.47;-0.0035;25;5;490;1118
2018;4;19;14;340.3;27.89;1000;0.03;150.47;-0.0035;25;69;490;11389
2018;4;19;15;235.87;27.44;1000;0.02;150.47;-0.0035;25;69;490;7907
2018;4;19;16;84.35;26.37;1000;0.02;150.47;-0.0035;25;19;490;782
2018;4;19;17;26.52;24.38;1000;0.02;150.47;-0.0035;25;6;490;78
2018;4;19;18;0;22.81;1000;0.02;150.47;-0.0035;25;58;490;0
2018;4;19;19;0;22.4;1000;0.02;150.47;-0.0035;25;77;490;0
2018;4;19;20;0;22.2;1000;0.02;150.47;-0.0035;25;88;490;0
2018;4;19;21;0;22.16;1000;0.02;150.47;-0.0035;25;34;490;0
2018;4;19;22;0;22.05;1000;0.02;150.47;-0.0035;25;2;490;0
2018;4;19;23;0;21.76;1000;0.04;150.47;-0.0035;25;3;490;0
2018;4;20;0;0;21.47;1000;0.06;150.47;-0.0035;25;32;490;0
2018;4;20;1;0;21.19;1000;0.07;150.47;-0.0035;25;59;490;0
2018;4;20;2;0;20.9;1000;0.07;150.47;-0.0035;25;34;490;0
2018;4;20;3;0;20.62;1000;0.07;150.47;-0.0035;25;85;490;0
2018;4;20;4;0;20.34;1000;0.06;150.47;-0.0035;25;3;490;0
2018;4;20;5;5.39;20.09;1000;0.04;150.47;-0.0035;25;77;490;207
2018;4;20;6;54.5;20.49;1000;0.02;150.47;-0.0035;25;98;490;2658
2018;4;20;7;138.81;21.73;1000;0;150.47;-0.0035;25;48;490;3302
2018;4;20;8;313.53;23.41;1000;0;150.47;-0.0035;25;25;490;3862
2018;4;20;9;358.67;25.23;1000;0;150.47;-0.0035;25;82;490;14400
2018;4;20;10;441.53;26.6;1000;0;150.47;-0.0035;25;46;490;9896
2018;4;20;11;562.54;27.44;1000;0;150.47;-0.0035;25;80;490;21863
2018;4;20;12;465.63;27.87;1000;0;150.47;-0.0035;25;93;490;21006
2018;4;20;13;335.22;28.11;1000;0;150.47;-0.0035;25;55;490;8936
2018;4;20;14;280.62;28.12;1000;0;150.47;-0.0035;25;17;490;2312
2018;4;20;15;239.98;27.86;1000;0;150.47;-0.0035;25;19;490;2212
2018;4;20;16;114.59;26.93;1000;0;150.47;-0.0035;25;50;490;2788
2018;4;20;17;28.53;25.14;1000;0;150.47;-0.0035;25;97;490;1355
2018;4;20;18;0;23.76;1000;0;150.47;-0.0035;25;78;490;0
2018;4;20;19;0;23.02;1000;0;150.47;-0.0035;25;33;490;0
2018;4;20;20;0;22.48;1000;0;150.47;-0.0035;25;49;490;0
2018;4;20;21;0;22.02;1000;0;150.47;-0.0035;25;77;490;0
2018;4;20;22;0;21.74;1000;0;150.47;-0.0035;25;48;490;0
2018;4;20;23;0;21.57;1000;0;150.47;-0.0035;25;36;490;0
2018;4;21;0;0;21.33;1000;0;150.47;-0.0035;25;43;490;0
2018;4;21;1;0;21.07;1000;0;150.47;-0.0035;25;47;490;0
2018;4;21;2;0;20.84;1000;0;150.47;-0.0035;25;50;490;0
2018;4;21;3;0;20.65;1000;0;150.47;-0.0035;25;55;490;0
2018;4;21;4;0;20.44;1000;0;150.47;-0.0035;25;89;490;0
2018;4;21;5;6.47;20.26;1000;0;150.47;-0.0035;25;59;490;190
2018;4;21;6;99.31;21.97;1000;0;150.47;-0.0035;25;65;490;3197
2018;4;21;7;256;24.31;1000;0.09;150.47;-0.0035;25;45;490;5658
2018;4;21;8;398.74;26.73;1000;0.1;150.47;-0.0035;25;32;490;6214
2018;4;21;9;472.51;28.63;1000;0.13;150.47;-0.0035;25;12;490;2743
2018;4;21;10;537.84;29.91;1000;0.17;150.47;-0.0035;25;58;490;15023
2018;4;21;11;654.28;30.76;1000;0.23;150.47;-0.0035;25;26;490;8167
2018;4;21;12;662.02;31.01;1000;0.28;150.47;-0.0035;25;95;490;30169
2018;4;21;13;631.02;30.67;1000;0.34;150.47;-0.0035;25;66;490;20002
2018;4;21;14;505.59;29.9;1000;0.38;150.47;-0.0035;25;48;490;11688
2018;4;21;15;377.24;28.78;1000;0.37;150.47;-0.0035;25;98;490;17875
2018;4;21;16;193.91;27.44;1000;0.28;150.47;-0.0035;25;65;490;6123
2018;4;21;17;39.2;25.57;1000;0.21;150.47;-0.0035;25;48;490;920
2018;4;21;18;0;24.3;1000;0.11;150.47;-0.0035;25;81;490;0
2018;4;21;19;0;23.78;1000;0.06;150.47;-0.0035;25;17;490;0
2018;4;21;20;0;23.28;1000;0.03;150.47;-0.0035;25;20;490;0
2018;4;21;21;0;22.76;1000;0.02;150.47;-0.0035;25;94;490;0
2018;4;21;22;0;22.28;1000;0.02;150.47;-0.0035;25;40;490;0
2018;4;21;23;0;21.8;1000;0.04;150.47;-0.0035;25;8;490;0
2018;4;22;0;0;21.47;1000;0.07;150.47;-0.0035;25;36;490;0
2018;4;22;1;0;21.23;1000;0.1;150.47;-0.0035;25;42;490;0
2018;4;22;2;0;21.01;1000;0.16;150.47;-0.0035;25;93;490;0
2018;4;22;3;0;20.8;1000;0.19;150.47;-0.0035;25;7;490;0
2018;4;22;4;0;20.73;1000;0.19;150.47;-0.0035;25;23;490;0
2018;4;22;5;5.52;20.87;1000;0.17;150.47;-0.0035;25;88;490;241
2018;4;22;6;54.45;21.8;1000;0.17;150.47;-0.0035;25;10;490;270
2018;4;22;7;186.13;23.44;1000;0;150.47;-0.0035;25;18;490;1651
2018;4;22;8;309.2;25.73;1000;0;150.47;-0.0035;25;84;490;12694
2018;4;22;9;486.46;28.3;1000;0;150.47;-0.0035;25;82;490;19320
2018;4;22;10;450.56;29.84;1000;0;150.47;-0.0035;25;37;490;8030
2018;4;22;11;469.06;30.72;1000;0;150.47;-0.0035;25;55;490;12388
2018;4;22;12;448.45;30.98;1000;0;150.47;-0.0035;25;19;490;4088
2018;4;22;13;269.48;30.94;1000;0;150.47;-0.0035;25;75;490;9697
2018;4;22;14;191.02;30.66;1000;0;150.47;-0.0035;25;83;490;7615
2018;4;22;15;120.09;29.62;1000;0;150.47;-0.0035;25;58;490;3358
2018;4;22;16;86.49;28.23;1000;0;150.47;-0.0035;25;20;490;838
2018;4;22;17;26.25;26.12;1000;0;150.47;-0.0035;25;72;490;922
2018;4;22;18;0;24.58;1000;0;150.47;-0.0035;25;77;490;0
2018;4;22;19;0;23.7;1000;0;150.47;-0.0035;25;83;490;0
2018;4;22;20;0;22.98;1000;0;150.47;-0.0035;25;81;490;0
2018;4;22;21;0;22.48;1000;0;150.47;-0.0035;25;82;490;0
2018;4;22;22;0;22.3;1000;0;150.47;-0.0035;25;35;490;0
2018;4;22;23;0;21.97;1000;0;150.47;-0.0035;25;31;490;0
2018;4;23;0;0;21.67;1000;0;150.47;-0.0035;25;98;490;0
2018;4;23;1;0;21.44;1000;0;150.47;-0.0035;25;31;490;0
2018;4;23;2;0;21.11;1000;0;150.47;-0.0035;25;98;490;0
2018;4;23;3;0;20.75;1000;0;150.47;-0.0035;25;40;490;0
2018;4;23;4;0;20.43;1000;0;150.47;-0.0035;25;14;490;0
2018;4;23;5;6.29;20.12;1000;0;150.47;-0.0035;25;96;490;301
2018;4;23;6;112.55;21.55;1000;0;150.47;-0.0035;25;29;490;1619
2018;4;23;7;321.45;23.94;1000;0.02;150.47;-0.0035;25;91;490;14387
2018;4;23;8;547.41;26.7;1000;0.02;150.47;-0.0035;25;68;490;18131
2018;4;23;9;688.16;28.92;1000;0.03;150.47;-0.0035;25;15;490;4989
2018;4;23;10;743.7;30.45;1000;0.04;150.47;-0.0035;25;91;490;32529
2018;4;23;11;807.19;31.2;1000;0.08;150.47;-0.0035;25;22;490;8513
2018;4;23;12;641.6;31.19;1000;0.15;150.47;-0.0035;25;9;490;2768
2018;4;23;13;613.41;30.67;1000;0.23;150.47;-0.0035;25;35;490;10311
2018;4;23;14;395.59;29.98;1000;0.34;150.47;-0.0035;25;83;490;15808
2018;4;23;15;265.27;28.76;1000;0.39;150.47;-0.0035;25;87;490;11160
2018;4;23;16;122.27;27.09;1000;0.41;150.47;-0.0035;25;15;490;892
2018;4;23;17;29.16;25.26;1000;0.38;150.47;-0.0035;25;52;490;742
2018;4;23;18;0;23.82;1000;0.34;150.47;-0.0035;25;39;490;0
2018;4;23;19;0;23.13;1000;0.24;150.47;-0.0035;25;63;490;0
2018;4;23;20;0;22.66;1000;0.19;150.47;-0.0035;25;13;490;0
2018;4;23;21;0;22.37;1000;0.18;150.47;-0.0035;25;72;490;0
2018;4;23;22;0;22.1;1000;0.2;150.47;-0.0035;25;4;490;0
2018;4;23;23;0;21.84;1000;0.19;150.47;-0.0035;25;13;490;0
2018;4;24;0;0;21.63;1000;0.17;150.47;-0.0035;25;66;490;0
2018;4;24;1;0;21.47;1000;0.12;150.47;-0.0035;25;70;490;0
2018;4;24;2;0;21.33;1000;0.11;150.47;-0.0035;25;29;490;0
2018;4;24;3;0;21.07;1000;0.11;150.47;-0.0035;25;72;490;0
2018;4;24;4;0;20.74;1000;0.13;150.47;-0.0035;25;84;490;0
2018;4;24;5;5.24;20.48;1000;0.15;150.47;-0.0035;25;29;490;76
2018;4;24;6;38.88;21.77;1000;0.2;150.47;-0.0035;25;57;490;1098
2018;4;24;7;161.09;23.69;1000;0.03;150.47;-0.0035;25;6;490;476
2018;4;24;8;299.47;26.51;1000;0.04;150.47;-0.0035;25;62;490;9050
2018;4;24;9;393;28.59;1000;0.05;150.47;-0.0035;25;7;490;1331
2018;4;24;10;511.31;29.99;1000;0.05;150.47;-0.0035;25;9;490;2215
2018;4;24;11;557.74;31.07;1000;0.06;150.47;-0.0035;25;75;490;20061
2018;4;24;12;565.48;31.61;1000;0.06;150.47;-0.0035;25;46;490;12451
2018;4;24;13;521.68;31.76;1000;0.05;150.47;-0.0035;25;68;490;16971
2018;4;24;14;378.92;31.45;1000;0.04;150.47;-0.0035;25;7;490;1270
2018;4;24;15;206.8;30.69;1000;0.05;150.47;-0.0035;25;9;490;894
2018;4;24;16;98.19;29.37;1000;0.05;150.47;-0.0035;25;5;490;237
2018;4;24;17;25.16;27.23;1000;0.05;150.47;-0.0035;25;63;490;771
2018;4;24;18;0;25.23;1000;0.04;150.47;-0.0035;25;61;490;0
2018;4;24;19;0;24.47;1000;0.03;150.47;-0.0035;25;6;490;0
2018;4;24;20;0;23.93;1000;0.03;150.47;-0.0035;25;94;490;0
2018;4;24;21;0;23.42;1000;0.03;150.47;-0.0035;25;35;490;0
2018;4;24;22;0;22.91;1000;0.02;150.47;-0.0035;25;20;490;0
2018;4;24;23;0;22.55;1000;0.02;150.47;-0.0035;25;58;490;0
2018;4;25;0;0;22.2;1000;0.01;150.47;-0.0035;25;7;490;0
2018;4;25;1;0;21.81;1000;0.01;150.47;-0.0035;25;56;490;0
2018;4;25;2;0;21.52;1000;0.01;150.47;-0.0035;25;84;490;0
2018;4;25;3;0;21.3;1000;0.01;150.47;-0.0035;25;94;490;0
2018;4;25;4;0;21.08;1000;0.01;150.47;-0.0035;25;59;490;0
2018;4;25;5;5.37;20.9;1000;0.01;150.47;-0.0035;25;26;490;69
2018;4;25;6;32.43;22.3;1000;0;150.47;-0.0035;25;27;490;433
2018;4;25;7;82.91;24.28;1000;0;150.47;-0.0035;25;53;490;2159
2018;4;25;8;172.24;27.08;1000;0;150.47;-0.0035;25;69;490;5781
2018;4;25;9;469.65;29.14;1000;0;150.47;-0.0035;25;1;490;227
2018;4;25;10;672.44;30.48;1000;0;150.47;-0.0035;25;92;490;29732
2018;4;25;11;732.27;31.38;1000;0;150.47;-0.0035;25;19;490;6665
2018;4;25;12;574.59;31.93;1000;0;150.47;-0.0035;25;40;490;10989
2018;4;25;13;510.27;32.08;1000;0;150.47;-0.0035;25;18;490;4389
2018;4;25;14;323.7;31.82;1000;0;150.47;-0.0035;25;51;490;7896
2018;4;25;15;235.23;30.93;1000;0;150.47;-0.0035;25;49;490;5531
2018;4;25;16;144.39;29.59;1000;0;150.47;-0.0035;25;52;490;3620
2018;4;25;17;38.14;27.55;1000;0;150.47;-0.0035;25;75;490;1389
2018;4;25;18;0;25.76;1000;0;150.47;-0.0035;25;72;490;0
2018;4;25;19;0;25.02;1000;0;150.47;-0.0035;25;51;490;0
2018;4;25;20;0;24.52;1000;0;150.47;-0.0035;25;43;490;0
2018;4;25;21;0;24.1;1000;0;150.47;-0.0035;25;95;490;0
2018;4;25;22;0;23.73;1000;0;150.47;-0.0035;25;16;490;0
2018;4;25;23;0;23.41;1000;0;150.47;-0.0035;25;14;490;0
2018;4;26;0;0;23.11;1000;0;150.47;-0.0035;25;80;490;0
2018;4;26;1;0;23.04;1000;0;150.47;-0.0035;25;71;490;0
2018;4;26;2;0;22.76;1000;0;150.47;-0.0035;25;70;490;0
2018;4;26;3;0;22.44;1000;0;150.47;-0.0035;25;32;490;0
2018;4;26;4;0;22.1;1000;0;150.47;-0.0035;25;69;490;0
2018;4;26;5;6.2;21.8;1000;0;150.47;-0.0035;25;56;490;172
2018;4;26;6;55.31;22.98;1000;0;150.47;-0.0035;25;72;490;1965
2018;4;26;7;171.79;25.13;1000;0.04;150.47;-0.0035;25;57;490;4796
2018;4;26;8;310.42;27.07;1000;0.04;150.47;-0.0035;25;61;490;9211
2018;4;26;9;324.12;28.52;1000;0.03;150.47;-0.0035;25;21;490;3294
2018;4;26;10;439.37;29.55;1000;0.03;150.47;-0.0035;25;56;490;11864
2018;4;26;11;482.43;30.08;1000;0.04;150.47;-0.0035;25;31;490;7198
2018;4;26;12;445.66;30.2;1000;0.05;150.47;-0.0035;25;32;490;6861
2018;4;26;13;397.94;29.95;1000;0.06;150.47;-0.0035;25;76;490;14563
2018;4;26;14;378.69;29.4;1000;0.06;150.47;-0.0035;25;90;490;16443
2018;4;26;15;262.72;28.54;1000;0.06;150.47;-0.0035;25;76;490;9662
2018;4;26;16;124.15;27.4;1000;0.07;150.47;-0.0035;25;1;490;60
2018;4;26;17;35.34;25.71;1000;0.09;150.47;-0.0035;25;6;490;104
2018;4;26;18;0;24.2;1000;0.12;150.47;-0.0035;25;54;490;0
2018;4;26;19;0;23.51;1000;0.15;150.47;-0.0035;25;43;490;0
2018;4;26;20;0;23.01;1000;0.21;150.47;-0.0035;25;32;490;0
2018;4;26;21;0;22.66;1000;0.28;150.47;-0.0035;25;76;490;0
2018;4;26;22;0;22.41;1000;0.31;150.47;-0.0035;25;10;490;0
2018;4;26;23;0;22.35;1000;0.27;150.47;-0.0035;25;58;490;0
2018;4;27;0;0;22.3;1000;0.2;150.47;-0.0035;25;59;490;0
2018;4;27;1;0;22.25;1000;0.14;150.47;-0.0035;25;79;490;0
2018;4;27;2;0;22.23;1000;0.12;150.47;-0.0035;25;90;490;0
2018;4;27;3;0;22.13;1000;0.14;150.47;-0.0035;25;58;490;0
2018;4;27;4;0;21.87;1000;0.13;150.47;-0.0035;25;23;490;0
2018;4;27;5;5.84;21.65;1000;0.09;150.47;-0.0035;25;49;490;142
2018;4;27;6;38.95;22.47;1000;0.07;150.47;-0.0035;25;48;490;924
2018;4;27;7;143.84;23.8;1000;0.01;150.47;-0.0035;25;43;490;3043
2018;4;27;8;188.04;25.6;1000;0.01;150.47;-0.0035;25;50;490;4597
2018;4;27;9;232.02;27.68;1000;0.01;150.47;-0.0035;25;26;490;2928
2018;4;27;10;293.16;29.57;1000;0.01;150.47;-0.0035;25;91;490;12863
2018;4;27;11;445.46;30.66;1000;0.01;150.47;-0.0035;25;30;490;6419
2018;4;27;12;502.89;31.51;1000;0.01;150.47;-0.0035;25;92;490;22154
2018;4;27;13;409.07;31.83;1000;0.02;150.47;-0.0035;25;14;490;2739
2018;4;27;14;234.77;31.72;1000;0.02;150.47;-0.0035;25;34;490;3819
2018;4;27;15;154.36;31.14;1000;0.02;150.47;-0.0035;25;33;490;2442
2018;4;27;16;63.91;30.05;1000;0.02;150.47;-0.0035;25;28;490;861
2018;4;27;17;24.38;27.74;1000;0.03;150.47;-0.0035;25;54;490;639
2018;4;27;18;0;25.45;1000;0.04;150.47;-0.0035;25;66;490;0
2018;4;27;19;0;24.44;1000;0.04;150.47;-0.0035;25;3;490;0
2018;4;27;20;0;23.58;1000;0.05;150.47;-0.0035;25;50;490;0
2018;4;27;21;0;22.9;1000;0.05;150.47;-0.0035;25;50;490;0
2018;4;27;22;0;22.48;1000;0.04;150.47;-0.0035;25;49;490;0
2018;4;27;23;0;22.23;1000;0.03;150.47;-0.0035;25;22;490;0
2018;4;28;0;0;21.97;1000;0.02;150.47;-0.0035;25;50;490;0
2018;4;28;1;0;21.73;1000;0.02;150.47;-0.0035;25;23;490;0
2018;4;28;2;0;21.48;1000;0.01;150.47;-0.0035;25;67;490;0
2018;4;28;3;0;21.26;1000;0.01;150.47;-0.0035;25;8;490;0
2018;4;28;4;0;21.15;1000;0.01;150.47;-0.0035;25;95;490;0
2018;4;28;5;5.91;21.01;1000;0.01;150.47;-0.0035;25;61;490;179
2018;4;28;6;98.41;22.01;1000;0.01;150.47;-0.0035;25;42;490;2046
2018;4;28;7;261.94;23.66;1000;0;150.47;-0.0035;25;4;490;516
2018;4;28;8;446.17;26.23;1000;0;150.47;-0.0035;25;38;490;8272
2018;4;28;9;570.45;28.54;1000;0;150.47;-0.0035;25;42;490;11594
2018;4;28;10;606.31;30.29;1000;0;150.47;-0.0035;25;78;490;22744
2018;4;28;11;660.01;31.48;1000;0;150.47;-0.0035;25;8;490;2529
2018;4;28;12;579.26;32.18;1000;0;150.47;-0.0035;25;24;490;6641
2018;4;28;13;572.08;32.41;1000;0;150.47;-0.0035;25;98;490;26759
2018;4;28;14;457.1;32.12;1000;0;150.47;-0.0035;25;16;490;3494
2018;4;28;15;300.46;31.17;1000;0;150.47;-0.0035;25;98;490;14117
2018;4;28;16;174.9;29.65;1000;0;150.47;-0.0035;25;80;490;6744
2018;4;28;17;43.93;27.2;1000;0;150.47;-0.0035;25;45;490;961
2018;4;28;18;0;25.03;1000;0;150.47;-0.0035;25;57;490;0
2018;4;28;19;0;24.09;1000;0;150.47;-0.0035;25;78;490;0
2018;4;28;20;0;23.32;1000;0;150.47;-0.0035;25;87;490;0
2018;4;28;21;0;22.69;1000;0;150.47;-0.0035;25;52;490;0
2018;4;28;22;0;22.22;1000;0;150.47;-0.0035;25;29;490;0
2018;4;28;23;0;21.97;1000;0;150.47;-0.0035;25;79;490;0
2018;4;29;0;0;21.74;1000;0;150.47;-0.0035;25;18;490;0
2018;4;29;1;0;21.53;1000;0;150.47;-0.0035;25;86;490;0
2018;4;29;2;0;21.36;1000;0;150.47;-0.0035;25;50;490;0
2018;4;29;3;0;21.19;1000;0;150.47;-0.0035;25;52;490;0
2018;4;29;4;0;20.94;1000;0;150.47;-0.0035;25;21;490;0
2018;4;29;5;5.51;20.83;1000;0;150.47;-0.0035;25;82;490;225
2018;4;29;6;48.88;22.52;1000;0;150.47;-0.0035;25;3;490;72
2018;4;29;7;166.16;24.93;1000;0;150.47;-0.0035;25;44;490;3583
2018;4;29;8;364.62;27.27;1000;0;150.47;-0.0035;25;85;490;15066
2018;4;29;9;573.42;28.82;1000;0;150.47;-0.0035;25;22;490;6099
2018;4;29;10;570.2;29.85;1000;0;150.47;-0.0035;25;50;490;13733
2018;4;29;11;629.83;30.48;1000;0;150.47;-0.0035;25;14;490;4238
2018;4;29;12;547.6;30.67;1000;0;150.47;-0.0035;25;37;490;9731
2018;4;29;13;531.33;30.68;1000;0;150.47;-0.0035;25;92;490;23476
2018;4;29;14;408.86;30.56;1000;0;150.47;-0.0035;25;64;490;12572
2018;4;29;15;281.73;30.36;1000;0;150.47;-0.0035;25;3;490;406
2018;4;29;16;144.53;29.81;1000;0;150.47;-0.0035;25;92;490;6406
2018;4;29;17;38.98;27.97;1000;0;150.47;-0.0035;25;43;490;813
2018;4;29;18;0;25.86;1000;0;150.47;-0.0035;25;21;490;0
2018;4;29;19;0;25.24;1000;0;150.47;-0.0035;25;29;490;0
2018;4;29;20;0;24.83;1000;0;150.47;-0.0035;25;32;490;0
2018;4;29;21;0;24.33;1000;0;150.47;-0.0035;25;48;490;0
2018;4;29;22;0;23.73;1000;0;150.47;-0.0035;25;99;490;0
2018;4;29;23;0;23.01;1000;0;150.47;-0.0035;25;6;490;0
2018;4;30;0;0;22.47;1000;0;150.47;-0.0035;25;96;490;0
2018;4;30;1;0;22.18;1000;0;150.47;-0.0035;25;77;490;0
2018;4;30;2;0;21.99;1000;0;150.47;-0.0035;25;20;490;0
2018;4;30;3;0;21.83;1000;0;150.47;-0.0035;25;30;490;0
2018;4;30;4;0;21.68;1000;0;150.47;-0.0035;25;25;490;0
2018;4;30;5;6.55;21.52;1000;0;150.47;-0.0035;25;88;490;286
2018;4;30;6;93.81;22.33;1000;0;150.47;-0.0035;25;5;490;232
2018;4;30;7;249.53;24.3;1000;0;150.47;-0.0035;25;44;490;5393
2018;4;30;8;403.93;26.94;1000;0;150.47;-0.0035;25;56;490;11009
2018;4;30;9;475.82;29.34;1000;0;150.47;-0.0035;25;75;490;17221
2018;4;30;10;515.41;30.99;1000;0;150.47;-0.0035;25;92;490;22748
2018;4;30;11;602.45;31.94;1000;0;150.47;-0.0035;25;23;490;6625
2018;4;30;12;603.72;32.23;1000;0;150.47;-0.0035;25;77;490;22202
2018;4;30;13;475.15;32.1;1000;0;150.47;-0.0035;25;55;490;12487
2018;4;30;14;402.89;31.63;1000;0;150.47;-0.0035;25;22;490;4242
2018;4;30;15;237.2;30.83;1000;0;150.47;-0.0035;25;87;490;9906
2018;4;30;16;112.09;29.74;1000;0;150.47;-0.0035;25;90;490;4861
2018;4;30;17;28.42;27.74;1000;0;150.47;-0.0035;25;39;490;538
2018;4;30;18;0;25.94;1000;0;150.47;-0.0035;25;77;490;0
2018;4;30;19;0;25.15;1000;0;150.47;-0.0035;25;57;490;0
2018;4;30;20;0;24.55;1000;0;150.47;-0.0035;25;98;490;0
2018;4;30;21;0;24.09;1000;0;150.47;-0.0035;25;41;490;0
2018;4;30;22;0;23.82;1000;0;150.47;-0.0035;25;68;490;0
2018;4;30;23;0;23.63;1000;0;150.47;-0.0035;25;50;490;0
2018;5;1;0;0;23.29;1000;0;150.47;-0.0035;25;77;490;0
2018;5;1;1;0;22.8;1000;0;150.47;-0.0035;25;23;490;0
2018;5;1;2;0;22.3;1000;0;150.47;-0.0035;25;20;490;0
2018;5;1;3;0;21.93;1000;0;150.47;-0.0035;25;93;490;0
2018;5;1;4;0;21.78;1000;0;150.47;-0.0035;25;96;490;0
2018;5;1;5;6.94;21.58;1000;0;150.47;-0.0035;25;49;490;169
2018;5;1;6;93.2;23.08;1000;0;150.47;-0.0035;25;1;490;46
2018;5;1;7;245.55;25.33;1000;0.1;150.47;-0.0035;25;40;490;4807
2018;5;1;8;387.82;27.47;1000;0.18;150.47;-0.0035;25;98;490;18462
2018;5;1;9;389.52;29.55;1000;0.26;150.47;-0.0035;25;72;490;13523
2018;5;1;10;455.11;31.21;1000;0.28;150.47;-0.0035;25;21;490;4581
